,Test,Noise,N,SNR,AISE FFT,AISE MCMC,AISE Nested,MISE FFT,MISE MCMC,MISE Nested
54,0,Normal,1000,1,0.1772116080083712,0.788161491508499,0.7877531374951416,0.09297912297638761,0.05008814983773673,0.05140631760749858
55,0,Skew normal,1000,1,0.6295571497829264,0.9354819334528613,0.9224273523001758,0.045109740379457836,0.007736606433343291,0.01156088873174007
56,0,Bimodal sym,1000,1,0.700265709289153,0.9376049237312587,0.942399635463468,0.04509561712883328,0.00461547767677591,0.004148678024100283
57,0,Bimodal asym,1000,1,0.6167747068570993,0.9590734782867919,0.9643327169963717,0.04798130104202922,0.0025235276366109014,0.0019900425490875936
58,0,Trimodal sym,1000,1,0.834981312442184,0.9320666714448822,0.9381426672710524,0.021545272761728657,0.005494440181333365,0.004679662900686396
59,0,Trimodal asym,1000,1,0.8660684065858602,0.9244827060854137,0.919303279690968,0.012557789693892122,0.007813073928154576,0.009424247544451578
60,0,Student,1000,1,0.742992643680749,0.8774340339914445,0.8764367727205269,0.02217958906962239,0.01683505160211763,0.01781003731035089
61,0,Laplace,1000,1,0.8482815069132563,0.9174068827387484,0.9144623084310592,0.021284037854095175,0.007733868545827159,0.00800814065726973
62,0,Laplace sharp,1000,1,0.8855067656372614,0.9177240164959032,0.9123176292463986,0.009653893921052183,0.008603414348851042,0.009843921102546432
63,1,Normal,1000,1,0.4779714265696011,0.8353044938691401,0.8317753459119461,0.03635786948810812,0.02834923233800664,0.029741989069977562
64,1,Skew normal,1000,1,0.5720851287682995,0.929746537357987,0.9236266475764578,0.030398749864068215,0.006304889686202331,0.007803519668731941
65,1,Bimodal sym,1000,1,0.33143827764534683,0.9386006954064701,0.9341619635409224,0.05621029306500533,0.004698433201010814,0.0051990885801698325
66,1,Bimodal asym,1000,1,0.3896483820593004,0.7939713385122172,0.7960332877712601,0.05207496396956172,0.049533700816056306,0.04804966007950287
67,1,Trimodal sym,1000,1,0.8826908691928871,0.9521938129374586,0.9560760751559496,0.010339638417362238,0.0023682234166200675,0.0020173411355024237
68,1,Trimodal asym,1000,1,0.846765564144395,0.9264042298753496,0.9261073002404859,0.020347285426346597,0.007300394905097815,0.007247557390524926
69,1,Student,1000,1,0.8356999238070316,0.8698370862800604,0.869882170532735,0.02255560782543351,0.017301750110592526,0.017452301154806654
70,1,Laplace,1000,1,0.8794815450499691,0.8000216185362963,0.8011173525872005,0.010734733796398763,0.04219195637957943,0.0421811813187948
71,1,Laplace sharp,1000,1,0.8818176110066105,0.9388761223507933,0.9456267414454396,0.012535580722884404,0.004491719310577312,0.003517604153433067
72,2,Normal,1000,1,0.7157132736882028,0.8731554899937833,0.8698370085814002,0.0328853545206479,0.02089210626974146,0.022842492558328
73,2,Skew normal,1000,1,0.6883856152342942,0.889562440377375,0.8735440530803444,0.024954616448685338,0.02210944874201262,0.04246445331468837
74,2,Bimodal sym,1000,1,0.24040012336898542,,,0.05735456957870608,,
75,2,Bimodal asym,1000,1,0.5908867460910352,0.8954631283048651,0.8933982783708923,0.0380983220745765,0.016955319253795113,0.01699513908548801
76,2,Trimodal sym,1000,1,0.8902324170747813,0.9159388350113307,0.9202054457290189,0.012879238479919137,0.008594937815500142,0.007568554887128285
77,2,Trimodal asym,1000,1,0.8665583005879895,0.8557795593538062,0.8588678932547965,0.01622678143197592,0.02615030614987518,0.025527890761565242
78,2,Student,1000,1,0.8218771538220286,0.8352879022091697,0.837555488894653,0.012718553344686315,0.032595093754630676,0.03139680268539483
79,2,Laplace,1000,1,0.8338700022009347,0.8810911972902999,0.8824166850657746,0.01935163651571412,0.019523089478528963,0.019027092899596264
80,2,Laplace sharp,1000,1,0.8851159794998451,0.9205652432665723,0.9197646643915536,0.012582052853387954,0.006690175491133982,0.007095733272686197
81,0,Normal,1000,10,0.8714323908835166,0.9765736718205182,0.9747724606167408,0.017842412214400694,0.0006029035177613147,0.0007071037123341687
82,0,Skew normal,1000,10,0.8740197869721658,0.9843652680739394,0.9835755200571511,0.017062782540265293,0.0004505760785450178,0.00041967388152299524
83,0,Bimodal sym,1000,10,0.8720329380773395,0.9640942041353268,0.9644228195077896,0.015537554666379677,0.001945411831009512,0.001842510616660183
84,0,Bimodal asym,1000,10,0.8606215181880464,0.9694403354553905,0.9689082170847336,0.020858046592659003,0.0014247760053610354,0.0013751264573828913
85,0,Trimodal sym,1000,10,0.8706433142999177,0.9808369671349412,0.9811024423525689,0.018224908116611354,0.0005764289027383066,0.0006306290195619285
86,0,Trimodal asym,1000,10,0.8792785970552551,0.98083028628,0.9789770095926383,0.01492916564075251,0.0004869693308181002,0.0005724861523382093
87,0,Student,1000,10,0.867107336216483,0.9762590497490004,0.9750759303386624,0.018948136659349135,0.0008323841823764764,0.0009202444578749176
88,0,Laplace,1000,10,0.8652791263497048,0.9761657588941198,0.9779508532785383,0.01961485778011819,0.0008192392908067123,0.0006832351186621369
89,0,Laplace sharp,1000,10,0.864131514909077,0.9765521412206865,0.9750423611517545,0.01841298329024167,0.0006053306495110494,0.0007275729754793654
90,1,Normal,1000,10,0.8939364488680857,0.9814350253804212,0.9775467476503654,0.012212724753932862,0.0003344997050462537,0.0005074617445919437
91,1,Skew normal,1000,10,0.8945908426136373,0.9669422996635573,0.9649945251820861,0.01206807508810417,0.0011976167551378482,0.0013271606286930325
92,1,Bimodal sym,1000,10,0.8894859382725276,0.969982226131563,0.9687974404294833,0.013056136672314422,0.0009996176978985573,0.001130520219344618
93,1,Bimodal asym,1000,10,0.8979866712995395,0.9651222777528394,0.9653500352107046,0.011798120658291078,0.0012855301371214338,0.0012973438375489584
94,1,Trimodal sym,1000,10,0.8972926956373036,0.9843030862161248,0.9850382991133162,0.010771818651058751,0.00021473302157724194,0.00020810305250365844
95,1,Trimodal asym,1000,10,0.8910951988879815,0.9693976237594297,0.9701932857630505,0.01163125452274904,0.0008137056108605046,0.0007627884443610078
96,1,Student,1000,10,0.9017222428606969,0.9929192910627994,0.9942674452586056,0.01010451066157784,6.265272650600042e-05,3.574356356862293e-05
97,1,Laplace,1000,10,0.8918427514298313,0.976565322028314,0.9778618400613097,0.012149845733026963,0.0004997911313075414,0.0004491004028652615
98,1,Laplace sharp,1000,10,0.8851270902534691,0.9633058751653588,0.9609809387234228,0.013369088683385287,0.0014543530560980698,0.0015846369366998153
99,2,Normal,1000,10,0.8983147678244313,0.9478549027620082,0.9511958249573746,0.010842747789706703,0.0038525972776491863,0.003486734316871322
100,2,Skew normal,1000,10,0.9111395315030335,0.9433469727693915,0.9453254223664828,0.009719813520603585,0.004880327746217829,0.00436551969313263
101,2,Bimodal sym,1000,10,0.9022901178932469,0.9612327158145227,0.9644046151637109,0.010188965239043437,0.0021055094700672657,0.0019713342162463953
102,2,Bimodal asym,1000,10,0.9055202870731032,0.9619459105900852,0.9642519970313479,0.010273848614752052,0.0017359536073165791,0.0014477447116264125
103,2,Trimodal sym,1000,10,0.9018089915577463,0.9436897057185714,0.9430600666212029,0.009822572442392707,0.005756917036281554,0.005929726129180422
104,2,Trimodal asym,1000,10,0.9016798623645678,0.9724039537438652,0.972096777564032,0.009641408949389231,0.0010250541500904178,0.0010826696847149673
105,2,Student,1000,10,0.8947878634560735,0.9272822157412168,0.9282405098518232,0.010848739627673134,0.005501760094890922,0.005385618861976061
106,2,Laplace,1000,10,0.9018138477634666,,0.92631470269099,0.009552787551532192,,0.006698812776839419
107,2,Laplace sharp,1000,10,0.8916039859748877,0.9569804585729581,0.9546524735069464,0.012704407072558422,0.002400912138356477,0.0027705631749256085
108,0,Normal,10000,1,0.6120332471730182,0.9247407113110717,0.9112070101432657,0.022869989257599112,0.008116990480230532,0.019073530764655722
109,0,Skew normal,10000,1,0.6672679506283645,0.9587033250448183,0.9635688265229508,0.04450737911267332,0.0020208317953552472,0.001593358383669548
110,0,Bimodal sym,10000,1,0.6077285764161544,0.9632728372553283,0.9617166487060337,0.04963924618988209,0.0020349767473332283,0.0021683539875686567
111,0,Bimodal asym,10000,1,0.6941764346904811,0.941335369008694,0.9444328900455435,0.04848302740208188,0.0052921380941915635,0.0048338509761384416
112,0,Trimodal sym,10000,1,0.8990659215507065,0.9559850519932607,0.9538507341744411,0.014843841041017408,0.0028191674706914923,0.0030270366580645823
113,0,Trimodal asym,10000,1,0.8765818571023747,0.9779026842401954,0.9772405180941148,0.01792503513650301,0.0006528956512034628,0.0006982134315348657
114,0,Student,10000,1,0.6626329518300476,0.9301591562218523,0.9381988164712091,0.025121231035529906,0.006273844572556056,0.004790331823053998
115,0,Laplace,10000,1,0.8603405971587508,0.9331997667664875,0.9220595285611835,0.024380974454169153,0.005781727687570373,0.007821528063767753
116,0,Laplace sharp,10000,1,0.8862163017687765,0.9782447783535075,0.9767139091242459,0.017125761108769372,0.00054588256020933,0.000597320105951646
117,1,Normal,10000,1,0.5691345394784004,,,0.04563245672514462,,
118,1,Skew normal,10000,1,0.6739004516161552,0.9647756366893763,0.9698567665562327,0.030721666361165315,0.0014043553331781983,0.001034243123436599
119,1,Bimodal sym,10000,1,0.2748258785057278,0.9728357696587503,0.96937778196568,0.05495992809370623,0.0008379814144491926,0.0010361353540333585
120,1,Bimodal asym,10000,1,0.5696811277567706,0.9707834600147223,0.972417568715645,0.048298631312100875,0.001004632381818818,0.0008988801616107448
121,1,Trimodal sym,10000,1,0.9034869414844727,0.9830849947052553,0.9834903834626954,0.015550685278028173,0.0003687472715201496,0.0003392240871650059
122,1,Trimodal asym,10000,1,0.889631435717268,0.9900632897350394,0.9904049385623398,0.016038600866769444,0.0001019710616149533,0.00010409028822781423
123,1,Student,10000,1,0.8731126531318629,0.9849320493365684,0.9876632256643788,0.017058410986886003,0.00021525248750912872,0.0001361372974195995
124,1,Laplace,10000,1,0.8775844240630479,0.9487806463906358,0.952378281018588,0.019944103130329092,0.002710773488217298,0.0023669147012337272
125,1,Laplace sharp,10000,1,0.8957566253170408,0.9871197940077893,0.9874248645612976,0.0186438776423211,0.0001740881904370565,0.0001468627978517828
126,2,Normal,10000,1,0.4834885737519238,0.9412008901756261,0.9352101467598424,0.03091581476515048,0.005744492882336233,0.006658631676557731
127,2,Skew normal,10000,1,0.7880302910504097,0.9510441896329282,0.9548767840550456,0.022352152392488975,0.003611182793266962,0.003106764324958055
128,2,Bimodal sym,10000,1,0.5207830104674402,0.939339258511655,0.9408246207491594,0.03339644711083224,0.005864479119275972,0.005635878689237613
129,2,Bimodal asym,10000,1,0.6076971305939418,0.9558394904369126,0.9570433415655272,0.03133608262930214,0.0033084560229032093,0.0031810198564596764
130,2,Trimodal sym,10000,1,0.8877299941571433,0.9669025381155031,0.9686354344961472,0.016378791767526275,0.0012816838658578121,0.0012088559328293368
131,2,Trimodal asym,10000,1,0.8767066994047205,0.9363150584536413,0.9333171506112462,0.0153696118288607,0.005806634875747687,0.006199810489301988
132,2,Student,10000,1,0.8587025106359851,0.9274446730464501,0.9293846841389315,0.021594492982840666,0.007125188757867801,0.006810583250304005
133,2,Laplace,10000,1,0.8847875853881126,0.9134838558567433,0.9237344078597599,0.014695140419907316,0.015689956875912826,0.009837957351411521
134,2,Laplace sharp,10000,1,0.8963685689707993,0.9593476329364505,0.9591919415439206,0.013183839189661685,0.0024642825553489473,0.0024294009745844947
135,0,Normal,10000,10,0.8876894636454693,0.9936414424971398,0.9934294065242101,0.01812260979121822,5.684647674493925e-05,5.848972233669402e-05
136,0,Skew normal,10000,10,0.8850079007464896,0.9895134891257109,0.9898550451153796,0.018664227218598374,0.0001429721908118754,0.0001316484942936824
137,0,Bimodal sym,10000,10,0.8884651583747674,0.9932664459744569,0.9939940225908233,0.01781885236600968,5.1717437862481556e-05,4.06431650807872e-05
138,0,Bimodal asym,10000,10,0.8864890229549176,0.993332254815303,0.9941210117305003,0.018290252228247397,4.692573646836385e-05,3.445275014667187e-05
139,0,Trimodal sym,10000,10,0.8876506520840124,0.9955620366991074,0.9958211993837072,0.017873100118304838,2.340041788733144e-05,2.3757080724212853e-05
140,0,Trimodal asym,10000,10,0.8870522876268487,0.9918128485554081,0.9919385156192707,0.01836722259451327,0.00012098425931228237,0.00011756335036912781
141,0,Student,10000,10,0.8867035724680699,0.9925760912555186,0.9927424232954547,0.01823663906733659,7.615017093394233e-05,6.765061989943455e-05
142,0,Laplace,10000,10,0.8903222775526399,0.9934618095459977,0.9929133598833415,0.01752192502367977,5.342053090912171e-05,6.613514273068445e-05
143,0,Laplace sharp,10000,10,0.88768062869006,0.9943193461132479,0.9933984350054761,0.01808929715189709,4.385628199010382e-05,6.366623803213167e-05
144,1,Normal,10000,10,0.9016007447304576,0.9915155147922385,0.9903537288493794,0.01618845672013978,8.155973374686043e-05,0.00010497601716164174
145,1,Skew normal,10000,10,0.9025982811691464,0.9941594126834749,0.9945118776148829,0.016744090526301884,4.506822589500103e-05,3.707317159224301e-05
146,1,Bimodal sym,10000,10,0.9001630214339582,0.996873061089544,0.9964100979158261,0.017036131896831428,1.1204807003147822e-05,1.4337311134306838e-05
147,1,Bimodal asym,10000,10,0.8984403918283284,0.988210303745867,0.9873769468017746,0.018013965757640093,0.00014100780658553785,0.00016884609464102603
148,1,Trimodal sym,10000,10,0.9030659696316333,0.9895813111686831,0.9900524105520927,0.016409100316408857,0.00013139566428095004,0.00011237871710986616
149,1,Trimodal asym,10000,10,0.8997829383240288,0.9931010729155733,0.9936962751862503,0.017548009172850706,4.809478856724131e-05,3.937018962127758e-05
150,1,Student,10000,10,0.8999389024848428,0.9915353415473329,0.9925892957419832,0.01681265353320374,6.477452769252626e-05,4.968745279796944e-05
151,1,Laplace,10000,10,0.899422933803206,0.9933147457893913,0.9923660041218003,0.017276267249009446,4.717488348036386e-05,6.171873291370982e-05
152,1,Laplace sharp,10000,10,0.9017433449038683,0.9880987340236325,0.9874515558013485,0.017272625274795353,0.000138674565540103,0.00015234514878858697
153,2,Normal,10000,10,0.8955572793109189,0.9852431332720464,0.9853506347928412,0.01589129077882516,0.0002884212169173606,0.0002796824710354954
154,2,Skew normal,10000,10,0.894175184908292,0.9849812662497431,0.985658144726559,0.01589487142525637,0.00027601235506683673,0.00025001089767073256
155,2,Bimodal sym,10000,10,0.8963894962311256,0.9849181205455562,0.9855114559023749,0.015479186727661583,0.00032665708245790146,0.00028919561411743807
156,2,Bimodal asym,10000,10,0.8938285470815788,0.9875383394577637,0.9861805011241684,0.016090324059071497,0.00024583790627786726,0.0002947079045927408
157,2,Trimodal sym,10000,10,0.8961394899960518,0.9813164438998349,0.981920367045122,0.014441351552791904,0.0005516492466853984,0.0005198670268023745
158,2,Trimodal asym,10000,10,0.895214535928976,0.9836035492725885,0.9844603101187358,0.015030309279811067,0.00038511925337979025,0.0003445113329256628
159,2,Student,10000,10,0.8957731650511559,0.9786056999056033,0.9781980715554224,0.015593277971812923,0.0006442606976527573,0.0006809256610551541
160,2,Laplace,10000,10,0.8954477509258444,0.9878989755452926,0.9877674873211145,0.01497238575247615,0.00019141733823858478,0.00019414091410846496
161,2,Laplace sharp,10000,10,0.8942735790456975,0.981980700116635,0.9814575994610741,0.014547980480911556,0.00041905663172649225,0.0004612480758310906
